id,sku,name,category,brand,description,unit_price,cost,stock_quantity,is_active,created_at,supplier_id
556,TURT-10555,Turtle Beach Elite Pro 2 Wired Gaming Headset,Gaming Consoles & Accessories,Turtle Beach,Professional-grade wired headset with noise-cancelling SuperAmp boost and customizable audio profiles for competitive console gaming. Premium speaker drivers deliver tournament-quality immersive directional audio.,314.75,182.3,197,1,2024-08-17T02:27:20.284Z,39
557,STEE-10556,SteelSeries Siberia 200 Budget Gaming Headset,Gaming Consoles & Accessories,SteelSeries,Entry-level gaming headset with solid 40mm drivers and comfortable ear cups for extended casual gaming sessions. Reliable wired connection and affordable price make it perfect for console beginners.,449.33,341.98,347,1,2022-12-19T12:39:59.487Z,39
558,CORS-10557,Corsair Virtuoso Pro Wireless Gaming Headset,Gaming Consoles & Accessories,Corsair,"Premium wireless headset with spatial audio and immersive surround sound for PS5, Xbox Series X, and PC gaming. Features noise-cancelling microphone and up to 40 hours of battery life.",416.11,253.44,70,1,2022-10-24T14:43:34.162Z,31
559,ELGA-10558,Elgato Wave XLR Audio Interface Mixer,Gaming Consoles & Accessories,Elgato,Professional-grade streaming audio interface designed for console gamers and streamers with advanced mixing controls and built-in compressor. Seamlessly integrates with gaming setups for pristine audio quality.,143.8,101.17,430,1,2023-10-11T10:07:19.667Z,21
560,XTRM-10559,Mobile Legends Controller Mount with Adjustable Clamp,Gaming Consoles & Accessories,XTRM Gear,Universal controller mount attachment that secures gaming controllers to mobile devices for mobile gaming and cloud play. Heavy-duty clamp and adjustable arms accommodate various controller sizes and device types.,339.83,219.04,5,1,2022-07-13T22:33:45.303Z,26
561,LOGI-10560,Logitech G703 Lightspeed Wireless Gaming Mouse,Gaming Consoles & Accessories,Logitech,Lightweight wireless gaming mouse with HERO sensor technology and long battery life for reliable competitive gaming performance. Multiple connectivity options and customizable button programming enhance gameplay flexibility.,409.37,228.92,491,1,2023-05-30T08:58:13.505Z,29
562,SONY-10561,Sony DualSense Edge Wireless Controller for PS5,Gaming Consoles & Accessories,Sony,"Premium customizable PS5 controller with removable stick modules, back button assignments, and personalized trigger settings for pro gamers. Enhanced build quality and modular design extend controller lifespan.",526.38,312.76,138,1,2021-07-25T01:31:01.292Z,26
563,PDP-10562,PDP Performance Designed Products Wired PDP Versus Controller,Gaming Consoles & Accessories,PDP,Budget-friendly wired controller officially licensed for PlayStation 5 and PlayStation 4 with solid response time and durable construction. Vibrant color options and reliable performance make it a great backup controller.,692.56,517.19,97,1,2022-12-30T14:36:40.598Z,39
564,SCUF-10563,SCUF Gaming Prestige Pro Wireless Controller for PlayStation,Gaming Consoles & Accessories,SCUF Gaming,High-end competitive controller with four remappable rear paddle buttons and customizable adaptive triggers for FPS and action games. Tournament-tested precision and rapid button mapping technology deliver esports performance.,65.61,37.34,397,0,2023-06-24T03:16:51.260Z,24
565,HYPE-10564,HyperX Clutch Wireless Gaming Mouse,Gaming Consoles & Accessories,HyperX,"Lightweight wireless gaming mouse with multi-platform support and customizable weight tuning for improved precision aiming. Long battery life and responsive 16,000 DPI sensor ensure competitive gameplay.",350.43,217.32,455,1,2022-08-29T15:26:50.730Z,14
566,VICT-10565,Victrix Gambit Tournament Edition Arcade Stick,Gaming Consoles & Accessories,Victrix,Premium-built arcade stick with customizable mechanical switches and ergonomic button layout for professional fighting game tournaments. Ultra-responsive design and modular components support rapid competitive adaptation.,220.85,165.5,435,1,2024-01-31T15:02:15.940Z,22
567,ASUS-10566,ASUS ROG Ally Z1 Extreme Handheld Gaming Console,Gaming Consoles & Accessories,ASUS,Powerful portable gaming device with high-performance processor and stunning OLED display for console-quality games on the go. Supports Steam library and modern AAA titles with exceptional battery optimization.,414.72,309.89,286,1,2021-09-03T00:52:42.893Z,18
568,BACK-10567,Backbone One Essential Mobile Controller,Gaming Consoles & Accessories,Backbone,Affordable mobile gaming controller with responsive buttons and comfortable grip for iPhone cloud gaming and Nintendo Switch streaming. Direct Lightning connection ensures low-latency gaming without wireless lag.,110.11,79.52,442,1,2022-06-30T10:24:31.671Z,29
569,CORS-10568,Corsair MM800 RGB Polaris Extended Gaming Mouse Pad,Gaming Consoles & Accessories,Corsair,Large premium cloth mouse pad with integrated RGB lighting and wireless charging zone for supported gaming mice. Precision-engineered surface delivers consistent tracking for competitive aiming in FPS titles.,560.3,388.22,470,0,2024-03-23T19:09:52.063Z,30
570,ALIE-10569,Alienware Advanced Gaming Keyboard AW768,Gaming Consoles & Accessories,Alienware,High-performance mechanical keyboard with Cherry MX switches and programmable macro keys for console and PC gaming. Premium aluminum construction and responsive key feedback support extended competitive play.,81.22,56.22,465,1,2021-02-26T12:12:45.997Z,30
571,RAZE-10570,Razer Wolverine V3 Pro Xbox Controller,Gaming Consoles & Accessories,Razer,Next-generation competition controller for Xbox Series X|S featuring four remappable rear buttons and Razer HyperSense haptic feedback technology. Hall Effect analog joysticks eliminate stick drift for extended tournament-level reliability.,514.5,298.75,368,1,2024-06-09T10:42:33.201Z,33
572,NACO-10571,Nacon Asymmetric Wireless Controller for PS5,Gaming Consoles & Accessories,Nacon,Ergonomic asymmetric grip design with enhanced connectivity and programmable back buttons tailored for competitive action and fighting games. Premium construction with reduced input latency ensures responsive control precision.,445.37,263.09,194,1,2022-07-08T07:26:05.545Z,1
573,PDP-10572,PDP Wired Fight Pad Pro Kirby Edition,Gaming Consoles & Accessories,PDP,Tournament-quality arcade-style controller with character theming and responsive buttons optimized for fighting games on Nintendo Switch. Licensed premium components deliver reliable competitive performance at mid-tier pricing.,368.46,262.77,327,1,2022-03-31T01:02:15.804Z,16
574,HYPE-10573,HyperX Surge Elite RGB Wireless Gaming Keyboard,Gaming Consoles & Accessories,HyperX,Mechanical gaming keyboard with programmable macro keys and dynamic RGB lighting synchronized across peripherals for console and PC gaming. Responsive switches and ergonomic wrist rest support marathon competitive sessions.,159.9,119.34,474,1,2021-04-04T17:12:14.812Z,33
575,TURT-10574,Turtle Beach Recon 200 Wired Gaming Headset,Gaming Consoles & Accessories,Turtle Beach,Entry-level gaming headset with dynamic chat boost and comfort padding for extended use on PlayStation and Xbox consoles. Reliable wired connection and affordable performance make it ideal for casual gamers.,687.9,473.39,271,1,2023-07-13T01:05:47.881Z,39
576,MADC-10575,Mad Catz Tournament Edition 2 Arcade Stick,Gaming Consoles & Accessories,Mad Catz,Enhanced arcade stick with improved ergonomics and tournament-grade Sanwa components for professional fighting game competition. Solid state construction with reliable button response across multiple platform compatibility.,483.41,286.24,243,1,2023-07-15T15:49:20.218Z,15
577,CORS-10576,Corsair Dark Core RGB Pro SE Wireless Mouse,Gaming Consoles & Accessories,Corsair,Advanced wireless gaming mouse with dual sensor technology and customizable weight profiles for console and PC competitive gaming. Premium build quality and responsive click mechanism ensure tournament-level precision.,543.12,331.33,333,1,2023-06-10T04:34:01.405Z,25
578,STEE-10577,SteelSeries Rival 5 Wireless Gaming Mouse,Gaming Consoles & Accessories,SteelSeries,Customizable wireless mouse with five programmable side buttons and precise optical sensor for fast-paced console and PC gaming. Extended battery life and multi-platform connectivity enhance gaming flexibility.,507.81,375.69,351,1,2023-07-26T08:18:35.118Z,12
579,RAZE-10578,Razer Barracuda Pro Wireless Gaming Headset,Gaming Consoles & Accessories,Razer,Premium wireless headset with active noise cancellation and spatial audio support for immersive gameplay on multiple platforms. Advanced microphone technology and extended battery provide superior communication clarity.,515.09,320.8,25,1,2024-01-05T23:17:11.615Z,16
580,SCUF-10579,SCUF Gaming Reflex Limited Edition Controller,Gaming Consoles & Accessories,SCUF Gaming,"Limited-edition PlayStation 5 controller with exclusive colorway, four rear paddle buttons, and adaptive trigger customization for competitive esports. Precision engineering and premium materials deliver professional-grade durability.",690.88,436.89,441,1,2023-08-21T15:45:12.550Z,29
581,POWE-10580,PowerA Nano Enhanced Wireless Controller for Switch,Gaming Consoles & Accessories,PowerA,Compact officially licensed wireless controller designed specifically for Nintendo Switch handheld mode with extended 25-hour battery life. Responsive buttons and ergonomic grip provide comfort during portable gaming.,558.39,431.32,437,1,2024-02-06T02:59:15.097Z,10
582,LOGI-10581,Logitech G915 Lightspeed Pro Mechanical Keyboard,Gaming Consoles & Accessories,Logitech,Premium wireless mechanical keyboard with low-profile switches and per-key RGB lighting for console and competitive PC gaming. Ultra-thin design and exceptional battery performance support intensive esports training.,640.3,479.14,7,1,2024-09-11T14:16:10.355Z,39
583,ASTR-10582,Astro Gaming C40 TR Wireless Controller for PS4/PS5,Gaming Consoles & Accessories,Astro Gaming,Modular controller system with removable stick modules and customizable button configurations for professional competitive gaming. Advanced precision design and tournament-tested durability ensure esports-level performance.,378.26,226.09,40,1,2022-04-11T23:20:20.872Z,7
584,SCUF-10583,SCUF Instinct Controller for PlayStation 4,Gaming Consoles & Accessories,SCUF,Competition-ready PS4 controller with rear paddle buttons and customizable stick profiles for tactical team-based games. Purpose-engineered for esports with reduced latency and premium component reliability.,183.49,130.58,122,0,2021-08-30T22:23:04.260Z,5
585,8BIT-10584,8BitDo Ultimate Wired Controller,Gaming Consoles & Accessories,8BitDo,"Hardwired universal controller compatible with Switch, PC, and retro consoles with customizable button mapping and motion controls. Reinforced cable construction and responsive switches provide reliable performance for traditional gamers.",374.32,208.21,21,1,2023-11-21T00:35:24.383Z,3
586,HYPE-10585,HyperX SoloCast USB Microphone,Gaming Consoles & Accessories,HyperX,Compact streaming and gaming microphone with superior noise cancellation and plug-and-play USB connectivity for console broadcasting. Tap-sensitive mute control and desktop mount compatibility enhance streaming convenience.,295.13,232.7,9,1,2024-12-26T21:03:17.373Z,35
587,FINA-10586,Finalmouse Starlight Pro Phantom Wireless Mouse,Gaming Consoles & Accessories,Finalmouse,Ultra-lightweight gaming mouse with innovative Superglide PTFE skates and cutting-edge sensor for competitive console and PC gaming. Minimalist aesthetic and extreme precision targeting make it esports professionals' choice.,572.03,412.9,351,1,2021-09-02T00:08:53.273Z,35
588,VICT-10587,Victrix Pro AF Arcade Fight Stick,Gaming Consoles & Accessories,Victrix,Advanced fight stick with arcade-authentic button layout and modular premium mechanical switches for professional tournament play. Refined ergonomic design and ultra-responsive components support rapid competitive adaptation.,174.01,101.69,118,1,2022-03-06T05:25:27.367Z,29
589,TURT-10588,Turtle Beach Stealth 700 Gen 2 Max Wireless Headset,Gaming Consoles & Accessories,Turtle Beach,Premium wireless gaming headset with advanced Superhuman Hearing technology and dual wireless connectivity for PS5 and Xbox Series X. Extended 40-hour battery life and immersive 50mm speaker drivers deliver competitive audio advantage.,606.57,359.14,315,0,2024-07-18T22:41:05.266Z,23
590,CORS-10589,Corsair K100 Air Wireless Mechanical Keyboard,Gaming Consoles & Accessories,Corsair,Ultra-premium wireless mechanical keyboard with optical switches and per-key RGB lighting designed for high-end gaming setups. Lightweight aluminum frame and responsive keystroke registration support competitive esports performance.,105.53,67.99,471,1,2024-07-26T22:20:49.213Z,1
591,SONY-10590,Sony WH-1000XM5 Wireless Headphones,Speakers & Audio,Sony,"Premium noise-canceling over-ear headphones with industry-leading ANC technology and exceptional battery life of up to 40 hours. Ideal for travel, work, and immersive audio experiences with superior sound quality and touch controls.",55.05,41.09,476,1,2023-05-20T07:35:33.223Z,19
592,BOSE-10591,Bose SoundLink Revolve+ Portable Speaker,Speakers & Audio,Bose,Waterproof 360-degree portable Bluetooth speaker with deep bass and crystal-clear highs for outdoor adventures. Delivers powerful sound for up to 17 hours on a single charge with a rugged design.,410.75,274.37,203,1,2024-04-11T19:52:25.959Z,30
593,JBL-10592,JBL Charge 5 Waterproof Bluetooth Speaker,Speakers & Audio,JBL,Rugged IP67-rated waterproof speaker with PartyBoost technology that allows connection of multiple JBL speakers. Features up to 20 hours of battery life and powerful bass for any environment.,859.92,652.6,23,1,2022-01-02T18:09:20.698Z,19
594,BEAT-10593,Beats Studio Pro Over-Ear Headphones,Speakers & Audio,Beats,Professionally tuned active noise-canceling headphones with spatial audio and all-day comfort for creators and music enthusiasts. Seamlessly integrates with Apple devices with fast fuel quick charge capabilities.,1141.48,800.6,405,1,2022-10-21T15:35:36.261Z,34
595,SENN-10594,Sennheiser HD 660S Open-Back Headphones,Speakers & Audio,Sennheiser,Reference-grade open-back dynamic headphones engineered for audiophiles seeking natural soundstage and accurate audio reproduction. Perfect for professional monitoring and critical listening applications.,445.1,247.77,478,1,2024-11-24T07:15:10.118Z,15
596,AUDI-10595,AudioTechnica AT-LP140XP Direct-Drive Turntable,Speakers & Audio,Audio-Technica,Professional-grade turntable with precision direct-drive motor and die-cast aluminum platter for vinyl enthusiasts. Features selectable speed stability and multiple tonearm options for various cartridge types.,286.62,205.51,446,1,2022-01-11T10:44:45.173Z,33
